,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
161,46,services,divorced,secondary,no,120,yes,no,unknown,24,may,162,3,-1,0,unknown,no
162,41,management,single,tertiary,no,1974,no,no,unknown,19,jun,1279,2,-1,0,unknown,no
163,49,admin.,divorced,secondary,no,1410,no,no,cellular,14,apr,197,3,-1,0,unknown,no
164,35,management,married,secondary,no,1392,yes,no,unknown,17,may,113,5,-1,0,unknown,no
165,40,blue-collar,married,secondary,no,143,yes,no,unknown,26,may,79,3,-1,0,unknown,no
166,31,management,single,tertiary,no,198,yes,no,cellular,28,nov,197,2,183,5,failure,no
167,32,blue-collar,single,secondary,no,3741,yes,no,unknown,20,may,325,2,-1,0,unknown,no
168,29,blue-collar,married,secondary,no,4606,no,no,cellular,13,aug,73,1,-1,0,unknown,no
169,35,management,married,tertiary,no,529,no,no,cellular,8,jul,841,1,-1,0,unknown,no
170,32,blue-collar,single,primary,no,2527,yes,no,cellular,16,may,623,2,-1,0,unknown,no
171,35,admin.,single,secondary,no,1837,no,no,unknown,7,jun,159,1,-1,0,unknown,no
172,55,blue-collar,married,secondary,no,150,yes,no,cellular,14,jul,216,1,-1,0,unknown,no
173,47,management,married,tertiary,no,0,no,no,cellular,2,aug,302,1,-1,0,unknown,no
174,35,technician,married,secondary,no,0,no,no,cellular,14,aug,136,1,334,1,failure,no
175,40,blue-collar,married,secondary,no,2121,yes,no,unknown,14,may,269,3,-1,0,unknown,no
176,37,admin.,single,secondary,no,426,no,no,cellular,25,aug,283,1,-1,0,unknown,no
177,25,services,married,secondary,no,114,yes,no,cellular,28,jul,133,3,-1,0,unknown,no
178,42,entrepreneur,married,secondary,no,254,yes,no,unknown,12,may,132,1,-1,0,unknown,no
179,42,management,married,tertiary,no,1513,no,no,cellular,24,aug,129,2,-1,0,unknown,no
180,47,management,married,tertiary,no,199,yes,no,unknown,26,may,264,1,-1,0,unknown,yes
181,35,management,married,tertiary,no,0,no,no,cellular,28,apr,320,1,-1,0,unknown,no
182,43,management,divorced,tertiary,no,63,no,no,telephone,18,feb,107,5,-1,0,unknown,no
183,34,admin.,married,secondary,no,418,no,no,cellular,22,may,66,1,230,1,failure,no
184,29,blue-collar,married,secondary,no,329,yes,yes,unknown,19,may,413,1,-1,0,unknown,no
185,52,student,divorced,secondary,no,1891,no,no,cellular,20,nov,274,1,-1,0,unknown,no
186,31,management,married,tertiary,no,1108,no,no,unknown,17,jun,125,1,-1,0,unknown,no
187,30,blue-collar,single,secondary,no,318,yes,no,unknown,24,may,53,2,-1,0,unknown,no
188,31,management,married,tertiary,no,650,no,no,cellular,9,aug,147,2,-1,0,unknown,no
189,35,management,single,tertiary,no,1286,no,no,unknown,26,jun,101,4,-1,0,unknown,no
190,39,management,single,tertiary,no,245,no,no,cellular,17,jul,132,6,-1,0,unknown,no
191,27,blue-collar,married,secondary,no,735,no,no,cellular,13,jul,280,2,-1,0,unknown,no
192,44,management,married,secondary,no,1478,yes,no,cellular,3,may,634,1,-1,0,unknown,no
193,57,blue-collar,divorced,secondary,no,2227,no,no,cellular,26,jul,122,1,-1,0,unknown,no
194,36,admin.,married,secondary,no,1,yes,no,unknown,20,may,50,1,-1,0,unknown,no
195,47,blue-collar,married,secondary,no,1,yes,no,cellular,19,may,96,1,-1,0,unknown,no
196,30,blue-collar,married,primary,no,573,no,no,unknown,16,may,247,2,-1,0,unknown,no
197,34,technician,married,secondary,no,458,no,no,unknown,18,jun,124,1,-1,0,unknown,no
198,29,blue-collar,married,secondary,no,456,no,no,unknown,21,may,23,2,-1,0,unknown,no
199,57,admin.,married,secondary,no,112,no,no,cellular,18,aug,131,1,-1,0,unknown,no
200,43,blue-collar,divorced,secondary,no,165,yes,no,unknown,17,may,167,3,-1,0,unknown,no
201,57,services,married,secondary,no,4,no,no,cellular,12,may,268,2,143,1,other,yes
202,57,retired,divorced,primary,no,1998,yes,no,unknown,16,may,283,2,-1,0,unknown,no
203,54,blue-collar,married,secondary,no,3453,yes,no,unknown,13,may,133,5,-1,0,unknown,no
204,28,management,married,tertiary,no,258,yes,no,cellular,16,may,399,2,-1,0,unknown,no
205,34,blue-collar,married,secondary,no,364,no,no,unknown,12,may,156,1,-1,0,unknown,no
206,50,technician,single,secondary,no,21,yes,no,cellular,19,jul,187,1,-1,0,unknown,no
207,32,entrepreneur,divorced,secondary,no,1013,no,no,cellular,17,jul,150,1,-1,0,unknown,no
208,36,blue-collar,divorced,secondary,no,1012,yes,no,unknown,30,may,150,2,-1,0,unknown,no
209,36,management,married,tertiary,no,1321,no,no,cellular,20,jul,464,2,181,1,success,no
210,55,retired,married,secondary,no,411,yes,no,unknown,13,may,219,3,-1,0,unknown,no
211,25,admin.,single,secondary,no,236,no,no,cellular,26,jul,107,1,-1,0,unknown,no
212,25,blue-collar,married,secondary,no,99,yes,no,unknown,20,may,707,8,-1,0,unknown,no
213,35,management,married,tertiary,no,1014,no,no,cellular,6,aug,71,3,-1,0,unknown,yes
214,29,management,married,tertiary,no,1377,no,no,cellular,17,nov,1288,1,-1,0,unknown,no
215,31,admin.,single,secondary,no,16,yes,no,cellular,5,may,909,1,-1,0,unknown,no
216,51,services,single,secondary,no,670,yes,no,unknown,24,may,209,1,-1,0,unknown,yes
217,35,admin.,single,secondary,no,2083,no,no,cellular,18,may,181,1,-1,0,unknown,no
218,32,admin.,single,secondary,no,1024,yes,no,unknown,30,may,224,1,-1,0,unknown,no
219,33,technician,married,secondary,no,800,yes,no,cellular,19,jul,464,1,-1,0,unknown,no
220,35,blue-collar,single,secondary,no,885,yes,no,cellular,29,jan,267,1,-1,0,unknown,no
221,36,management,married,tertiary,no,9,no,no,cellular,18,aug,159,2,-1,0,unknown,no
222,37,management,single,tertiary,no,1432,no,no,cellular,20,aug,176,2,-1,0,unknown,no
223,69,technician,single,secondary,no,1054,no,no,cellular,26,aug,498,1,-1,0,unknown,no
224,57,admin.,married,secondary,no,319,no,no,cellular,30,jul,59,2,-1,0,unknown,no
225,36,blue-collar,divorced,secondary,no,3022,yes,no,cellular,12,may,160,1,-1,0,unknown,no
226,50,admin.,married,secondary,no,0,no,no,cellular,18,aug,91,2,-1,0,unknown,no
227,32,admin.,single,secondary,no,166,no,no,cellular,19,feb,248,4,-1,0,unknown,no
228,55,self-employed,married,secondary,no,1095,yes,no,unknown,23,jun,123,2,-1,0,unknown,yes
229,55,blue-collar,divorced,primary,no,4695,no,no,cellular,30,may,424,2,-1,0,unknown,no
230,34,management,married,tertiary,no,131,yes,yes,unknown,26,may,231,1,-1,0,unknown,no
231,34,management,married,tertiary,no,250,no,no,cellular,25,may,501,5,-1,0,unknown,no
232,47,admin.,married,secondary,no,2251,no,no,cellular,12,nov,260,2,-1,0,unknown,no
233,46,blue-collar,married,secondary,no,2232,yes,no,unknown,8,may,284,1,-1,0,unknown,no
234,38,admin.,married,secondary,no,0,yes,no,cellular,19,nov,332,3,-1,0,unknown,no
235,47,retired,married,secondary,no,1049,no,no,cellular,14,jul,491,2,-1,0,unknown,no
236,36,management,married,tertiary,no,652,no,no,cellular,11,aug,23,2,-1,0,unknown,no
237,36,management,single,tertiary,no,227,yes,no,cellular,29,nov,136,1,-1,0,unknown,no
238,26,management,single,tertiary,no,1823,yes,no,cellular,25,aug,108,5,-1,0,unknown,no
239,57,retired,married,secondary,no,1323,yes,no,unknown,18,may,164,3,-1,0,unknown,no
240,49,management,married,tertiary,no,131,no,no,cellular,28,jul,179,1,-1,0,unknown,no
241,31,blue-collar,married,secondary,no,139,yes,no,unknown,22,may,414,1,-1,0,unknown,no
242,56,services,married,secondary,no,0,yes,yes,unknown,8,may,169,1,-1,0,unknown,no
243,51,services,married,secondary,no,133,yes,no,unknown,29,may,103,1,-1,0,unknown,no
244,28,student,single,secondary,no,1130,yes,yes,unknown,11,may,130,3,-1,0,unknown,no
245,49,retired,married,primary,no,4283,yes,no,cellular,12,may,205,4,-1,0,unknown,no
246,33,technician,single,secondary,no,2370,no,yes,cellular,28,jul,366,1,-1,0,unknown,no
247,29,management,single,tertiary,no,1686,no,no,cellular,24,aug,207,1,-1,0,unknown,no
248,51,management,married,tertiary,no,1492,no,no,cellular,14,aug,438,1,-1,0,unknown,no
249,57,blue-collar,married,secondary,no,169,yes,no,unknown,8,may,108,4,-1,0,unknown,no
250,50,technician,married,secondary,no,2460,no,no,unknown,24,jun,258,1,-1,0,unknown,no
251,32,blue-collar,single,unknown,no,221,yes,no,unknown,8,may,225,4,-1,0,unknown,no
252,49,management,married,tertiary,no,1151,no,no,cellular,12,aug,36,1,-1,0,unknown,no
253,35,blue-collar,single,primary,no,465,no,no,unknown,16,jun,266,1,-1,0,unknown,no
254,49,blue-collar,married,secondary,no,235,yes,no,unknown,14,may,134,3,-1,0,unknown,no
255,43,management,married,tertiary,no,1042,no,no,cellular,18,aug,163,1,-1,0,unknown,no
256,59,blue-collar,married,secondary,no,1689,yes,no,unknown,9,may,196,2,-1,0,unknown,no
257,44,technician,single,secondary,no,74,no,no,cellular,28,aug,244,1,-1,0,unknown,no
258,29,unemployed,divorced,secondary,no,1880,no,no,cellular,18,jul,139,4,-1,0,unknown,no
259,26,management,single,tertiary,no,417,no,no,cellular,2,feb,23,1,-1,0,unknown,no
260,32,management,married,tertiary,no,256,no,no,cellular,12,aug,83,1,-1,0,unknown,no
261,44,technician,divorced,tertiary,no,339,no,no,cellular,28,aug,67,1,-1,0,unknown,no
262,31,services,married,secondary,no,141,no,no,cellular,23,feb,189,6,-1,0,unknown,no
263,50,housemaid,married,secondary,no,768,no,no,cellular,26,jul,207,1,-1,0,unknown,no
264,51,services,divorced,secondary,no,824,no,no,telephone,18,jul,148,3,-1,0,unknown,no
265,51,blue-collar,married,secondary,no,-572,yes,no,cellular,28,jul,41,1,-1,0,unknown,no
266,41,blue-collar,married,secondary,no,1939,yes,no,unknown,25,may,1289,1,-1,0,unknown,no
267,48,blue-collar,married,primary,no,1994,yes,no,unknown,8,may,273,2,-1,0,unknown,no
268,51,blue-collar,married,secondary,no,1493,yes,no,unknown,28,may,138,1,-1,0,unknown,no
269,33,technician,married,secondary,no,7059,no,no,cellular,15,sep,298,1,-1,0,unknown,no
270,41,management,married,tertiary,no,1299,no,no,unknown,14,jun,69,3,-1,0,unknown,no
271,54,blue-collar,married,secondary,no,1027,yes,no,cellular,2,apr,109,1,-1,0,unknown,no
272,33,blue-collar,married,primary,no,151,yes,no,unknown,20,may,363,2,-1,0,unknown,no
273,30,management,married,tertiary,no,460,no,no,cellular,20,aug,82,2,-1,0,unknown,no
274,37,blue-collar,married,secondary,no,1667,yes,no,cellular,18,may,198,1,-1,0,unknown,no
275,32,admin.,married,secondary,no,270,no,yes,cellular,16,jul,167,6,-1,0,unknown,no
276,51,technician,single,tertiary,no,752,no,no,cellular,14,aug,169,2,-1,0,unknown,no
277,33,blue-collar,married,secondary,no,215,yes,no,cellular,16,may,288,2,336,7,failure,no
278,33,blue-collar,single,secondary,no,8,no,no,unknown,16,jun,1500,2,-1,0,unknown,no
279,37,services,single,secondary,no,87,yes,no,unknown,23,may,198,7,-1,0,unknown,no
280,54,admin.,married,secondary,no,1988,no,no,cellular,24,jul,416,4,-1,0,unknown,no
281,37,blue-collar,single,secondary,no,3921,yes,no,unknown,14,may,89,1,-1,0,unknown,no
282,37,blue-collar,married,secondary,no,-122,yes,no,cellular,20,may,265,1,-1,0,unknown,no
283,43,technician,divorced,secondary,no,18,no,no,unknown,10,may,12,4,-1,0,unknown,no
284,36,blue-collar,single,secondary,no,0,yes,no,unknown,18,may,166,2,-1,0,unknown,no
285,33,blue-collar,single,secondary,no,1029,no,no,cellular,27,jul,58,3,-1,0,unknown,no
286,28,admin.,married,secondary,no,1897,no,no,cellular,15,aug,261,1,-1,0,unknown,no
287,40,self-employed,married,tertiary,no,127,no,no,cellular,13,may,147,3,-1,0,unknown,no
288,47,services,single,secondary,no,544,no,no,unknown,14,jun,103,2,-1,0,unknown,no
289,36,services,single,secondary,no,776,yes,no,unknown,12,may,384,2,-1,0,unknown,no
290,52,blue-collar,married,primary,no,134,no,no,unknown,16,jun,1264,2,-1,0,unknown,no
291,36,management,married,tertiary,no,667,yes,no,unknown,16,may,248,1,-1,0,unknown,no
292,33,technician,single,secondary,no,1518,no,no,cellular,22,aug,356,2,-1,0,unknown,no
293,40,management,married,tertiary,no,1027,no,no,unknown,15,sep,73,2,-1,0,unknown,no
294,31,blue-collar,married,primary,no,1623,no,no,unknown,29,jun,231,2,-1,0,unknown,no
295,49,technician,divorced,secondary,no,370,no,no,unknown,16,jun,249,1,-1,0,unknown,no
296,32,technician,married,tertiary,no,104,yes,yes,cellular,13,may,529,1,-1,0,unknown,no
